customerID,age,gender,Contract,MonthlyCharges,TotalCharges,TechSupport,InternetService,tenure,PaperlessBilling,PaymentMethod,Churn
3407-QGWLG,19,Male,Month-to-month,20.05,75.45,No internet service,No,3,Yes,Mailed check,No
1842-EZJMK,27,Male,Month-to-month,103.7,5071.05,Yes,Fiber optic,50,No,Electronic check,Yes
2347-WKKAE,25,Male,Month-to-month,94.4,4014.6,No,Fiber optic,42,Yes,Electronic check,No
8735-DCXNF,26,Male,Month-to-month,54.95,568.85,Yes,DSL,10,Yes,Credit card (automatic),No
3214-IYUUQ,23,Female,One year,93.7,5860.7,Yes,Fiber optic,61,No,Bank transfer (automatic),No
1936-UAFEH,24,Female,Two year,110.25,7279.35,Yes,Fiber optic,68,No,Credit card (automatic),No
3587-PMCOY,19,Male,One year,98.9,1064.95,No,Fiber optic,10,Yes,Electronic check,No
8079-XRJRS,25,Male,One year,89.75,5769.6,No,Fiber optic,65,No,Electronic check,Yes
1027-LKKQQ,30,Female,Two year,80.45,5886.85,Yes,DSL,72,Yes,Bank transfer (automatic),No
7148-XZPHA,19,Male,Month-to-month,79.4,4238.45,Yes,Fiber optic,55,No,Electronic check,No
8073-IJDCM,21,Female,Month-to-month,20.3,20.3,No internet service,No,1,Yes,Mailed check,Yes
5309-TAIKL,28,Female,Month-to-month,62.8,418.3,Yes,DSL,7,No,Bank transfer (automatic),No
6856-RAURS,23,Female,Month-to-month,74.9,136.05,No,Fiber optic,2,Yes,Mailed check,No
8778-LMWTJ,22,Female,Month-to-month,74.85,708.2,No,Fiber optic,9,Yes,Electronic check,No
9717-IOAAF,21,Male,Two year,25.85,788.55,No internet service,No,27,Yes,Credit card (automatic),No
8884-ADFVN,28,Male,Month-to-month,101.95,700.85,No,Fiber optic,7,Yes,Electronic check,Yes
2845-KDHVX,19,Female,Two year,68.3,4378.8,Yes,DSL,64,Yes,Mailed check,No
0848-SOMKO,25,Male,Two year,48.4,3442.8,Yes,DSL,70,No,Bank transfer (automatic),No
2720-WGKHP,26,Male,Month-to-month,94,181.7,No,Fiber optic,2,Yes,Electronic check,Yes
6734-FQAJX,23,Male,Two year,105.05,7171.7,Yes,Fiber optic,67,Yes,Electronic check,No
2869-ADAWR,29,Female,Month-to-month,89.3,4016.85,No,Fiber optic,45,Yes,Credit card (automatic),Yes
1535-VTJOQ,20,Female,Two year,25.15,553,No internet service,No,24,No,Credit card (automatic),No
6368-TZZDT,19,Male,Two year,19.5,96.85,No internet service,No,4,No,Credit card (automatic),No
0943-ZQPXH,22,Male,Month-to-month,92.95,4122.9,No,Fiber optic,44,Yes,Bank transfer (automatic),No
1293-BSEUN,30,Female,Two year,20.7,1482.3,No internet service,No,72,Yes,Mailed check,No
9894-EZEWG,23,Female,Month-to-month,74.3,74.3,No,Fiber optic,1,Yes,Credit card (automatic),Yes
1302-TPUBN,27,Male,Two year,19.35,1240.8,No internet service,No,66,No,Bank transfer (automatic),No
7851-FLGGQ,20,Male,Month-to-month,44.65,44.65,Yes,DSL,1,Yes,Mailed check,Yes
0637-UBJRP,25,Male,Month-to-month,84.05,1095.3,No,Fiber optic,13,No,Electronic check,Yes
0940-OUQEC,25,Male,Month-to-month,80.7,788.8,No,Fiber optic,10,Yes,Bank transfer (automatic),Yes
2378-VTKDH,23,Male,Month-to-month,104.35,6578.55,No,Fiber optic,65,Yes,Electronic check,No
0927-CNGRH,25,Male,Month-to-month,19.55,19.55,No internet service,No,1,No,Mailed check,No
8608-OZTLB,28,Male,One year,74.05,2802.3,Yes,DSL,38,No,Electronic check,No
2335-GSODA,21,Male,Two year,40.1,857.75,Yes,DSL,23,No,Mailed check,No
1952-DVVSW,21,Female,One year,20.1,184.4,No internet service,No,10,No,Mailed check,No
0702-PGIBZ,20,Male,Month-to-month,101.7,364.55,No,Fiber optic,4,Yes,Electronic check,Yes
6656-GULJQ,19,Male,Two year,83.55,6093.3,Yes,DSL,72,Yes,Credit card (automatic),No
9853-JFZDU,27,Female,Month-to-month,56.85,1861.1,Yes,DSL,35,No,Electronic check,No
1963-VAUKV,25,Female,Month-to-month,20.4,20.4,No internet service,No,1,No,Mailed check,Yes
3777-XROBG,26,Female,Two year,19.55,1079.65,No internet service,No,58,No,Credit card (automatic),No
6994-FGRHH,27,Male,One year,106.15,7475.1,Yes,Fiber optic,70,Yes,Electronic check,No
4000-VGMQP,23,Male,One year,78.95,2862.55,No,DSL,38,No,Credit card (automatic),No
3999-WRNGR,25,Female,Month-to-month,49.75,3069.45,No,DSL,60,Yes,Electronic check,No
3466-RITXD,22,Male,Month-to-month,92.4,2349.8,No,Fiber optic,26,Yes,Credit card (automatic),No
2680-XKKNJ,29,Female,One year,58.2,469.25,Yes,DSL,8,No,Bank transfer (automatic),No
3058-HJCUY,29,Male,One year,102.6,4213.35,Yes,Fiber optic,41,Yes,Electronic check,Yes
2974-GGUXS,20,Female,Month-to-month,91.95,3301.05,No,Fiber optic,36,Yes,Credit card (automatic),No
7994-XIRTR,30,Male,One year,65.25,3529.95,Yes,DSL,54,No,Bank transfer (automatic),No
3259-FDWOY,20,Male,Two year,106,7723.7,No,Fiber optic,71,Yes,Bank transfer (automatic),Yes
2101-RANCD,25,Female,Month-to-month,73.1,4144.9,No,Fiber optic,55,Yes,Electronic check,No
7921-BEPCI,30,Female,Two year,59.75,4265,No,DSL,72,No,Bank transfer (automatic),No
0807-ZABDG,28,Female,Month-to-month,55.1,154.65,Yes,DSL,3,Yes,Mailed check,Yes
8510-TMWYB,20,Female,Two year,59.8,3246.45,No,DSL,54,Yes,Bank transfer (automatic),No
3258-ZKPAI,19,Male,Two year,116.6,8337.45,Yes,Fiber optic,72,Yes,Bank transfer (automatic),No
1428-IEDPR,30,Male,Two year,109.3,5731.4,Yes,Fiber optic,52,Yes,Electronic check,No
5298-GSTLM,29,Female,One year,101.4,6176.6,No,Fiber optic,60,Yes,Bank transfer (automatic),No
4450-YOOHP,20,Female,Month-to-month,50.65,1905.4,No,DSL,39,Yes,Credit card (automatic),No
6728-CZFEI,23,Female,One year,56.15,931.9,No,DSL,15,No,Mailed check,No
5748-RNCJT,26,Male,Two year,106.5,7348.8,Yes,Fiber optic,69,Yes,Bank transfer (automatic),Yes
3653-NCRDJ,26,Male,One year,19.2,776.25,No internet service,No,43,Yes,Mailed check,No
6121-TNHBO,23,Female,One year,83,5243.05,Yes,DSL,63,No,Bank transfer (automatic),No
5119-NZPTV,21,Male,Month-to-month,70.1,141.65,No,Fiber optic,2,No,Electronic check,No
6519-ZHPXP,30,Female,Two year,108.3,7679.65,Yes,Fiber optic,72,Yes,Bank transfer (automatic),No
7739-LAXOG,24,Female,Month-to-month,91.05,2954.5,No,Fiber optic,32,Yes,Bank transfer (automatic),Yes
3472-QPRCH,26,Male,Two year,25.25,1006.9,No internet service,No,40,No,Credit card (automatic),No
8224-UAXBZ,28,Female,One year,45.35,2540.1,No,DSL,58,Yes,Electronic check,No
9610-WCESF,27,Male,Two year,43.9,3097.2,Yes,DSL,67,No,Electronic check,No
9776-CLUJA,26,Female,Month-to-month,77.5,3807.35,No,Fiber optic,51,Yes,Electronic check,Yes
2486-WYVVE,24,Male,One year,79.3,2484,Yes,DSL,31,Yes,Mailed check,No
3865-ZYKAD,23,Male,Month-to-month,84.9,5785.65,No,Fiber optic,69,Yes,Credit card (automatic),No
1422-DGUBX,19,Male,One year,79.25,2619.15,Yes,Fiber optic,32,Yes,Electronic check,No
2999-AANRQ,29,Female,Two year,71.05,1524.85,Yes,DSL,21,No,Credit card (automatic),No
8668-KNZTI,28,Male,One year,53.75,2790.65,No,DSL,52,No,Electronic check,No
0480-KYJVA,26,Female,Two year,24.25,1784.5,No internet service,No,72,No,Credit card (automatic),No
6034-ZRYCV,19,Female,Two year,54.2,3937.45,No,DSL,72,Yes,Electronic check,Yes
9746-YKGXB,21,Male,One year,44.25,2276.1,No,DSL,52,No,Bank transfer (automatic),No
3926-YZVVX,19,Female,One year,50.05,2029.05,Yes,DSL,41,No,Bank transfer (automatic),No
6000-UKLWI,26,Male,Two year,20.15,802.35,No internet service,No,41,No,Mailed check,No
2079-FBMZK,21,Female,Month-to-month,69.25,418.4,No,Fiber optic,6,Yes,Mailed check,Yes
6332-FBZRI,26,Male,One year,69.35,4653.25,Yes,DSL,67,Yes,Credit card (automatic),No
2096-XOTMO,27,Female,Month-to-month,19.35,275.9,No internet service,No,16,No,Mailed check,No
3266-FTKHB,23,Male,Two year,19.15,343.45,No internet service,No,17,No,Mailed check,No
8221-EQDGL,26,Male,Month-to-month,61,2130.45,No,DSL,35,No,Mailed check,No
2346-LOCWC,25,Female,Two year,20.5,1191.4,No internet service,No,58,No,Credit card (automatic),No
6608-QQLVK,25,Male,Month-to-month,50.5,50.5,No,DSL,1,Yes,Electronic check,Yes
0298-XACET,29,Male,Two year,50.2,2554,Yes,DSL,52,No,Mailed check,No
7560-QJAVJ,20,Female,Two year,79.6,5589.45,Yes,DSL,70,No,Bank transfer (automatic),No
2995-YWTCD,21,Female,Two year,24.9,467.7,No internet service,No,19,Yes,Bank transfer (automatic),No
3551-HUAZH,29,Male,Month-to-month,74.4,74.4,No,Fiber optic,1,Yes,Electronic check,Yes
9137-UIYPG,22,Female,Month-to-month,106.9,3756.45,Yes,Fiber optic,35,Yes,Electronic check,No
2809-ZMYOQ,29,Female,Month-to-month,101.35,3334.9,No,Fiber optic,32,Yes,Electronic check,No
5084-OOVCJ,30,Female,Month-to-month,55.35,920.5,Yes,DSL,17,Yes,Credit card (automatic),No
0254-WWRKD,30,Female,One year,50.55,3431.75,No,DSL,67,No,Credit card (automatic),No
7727-SHVZV,28,Female,Month-to-month,19.5,150.35,No internet service,No,9,No,Bank transfer (automatic),No
6302-JGYRJ,30,Male,One year,79.45,2587.7,Yes,DSL,31,Yes,Mailed check,Yes
5339-PXDVH,20,Male,Month-to-month,90.65,367.95,No,Fiber optic,4,No,Electronic check,No
2205-LPVGL,21,Male,One year,89.85,5125.75,Yes,Fiber optic,58,Yes,Bank transfer (automatic),No
8782-NUUOL,26,Male,One year,79,4801.1,Yes,DSL,60,No,Mailed check,No
3685-YLCMQ,30,Male,One year,104.65,6219.6,Yes,Fiber optic,58,Yes,Electronic check,Yes
7601-WFVZV,27,Male,Month-to-month,19.55,19.55,No internet service,No,1,No,Mailed check,No
4609-KNNWG,21,Female,Two year,19.9,550.1,No internet service,No,27,No,Mailed check,No
4868-AADLV,19,Male,One year,116.25,7862.25,Yes,Fiber optic,66,Yes,Electronic check,No
9529-OFXHY,24,Male,Month-to-month,87.75,1242.2,No,Fiber optic,15,Yes,Bank transfer (automatic),No
8634-MPHTR,23,Male,Month-to-month,100.05,4871.05,No,Fiber optic,47,Yes,Electronic check,Yes
2669-QVCRG,24,Female,Month-to-month,81.3,3190.65,No,Fiber optic,41,Yes,Credit card (automatic),No
2478-EEWWM,23,Male,Month-to-month,44.3,2666.75,No,DSL,59,Yes,Electronic check,No
9174-IHETN,30,Female,Two year,70.35,3533.6,No,Fiber optic,50,No,Credit card (automatic),No
2233-TXSIU,19,Male,One year,44.45,792.15,No,DSL,17,No,Credit card (automatic),No
9644-UMGQA,21,Male,Month-to-month,49.15,295.65,No,DSL,6,Yes,Electronic check,No
3256-EZDBI,30,Male,Month-to-month,29.45,1459.35,No,DSL,51,Yes,Credit card (automatic),No
8761-NSOBC,23,Male,Month-to-month,100.55,4398.15,Yes,Fiber optic,44,No,Electronic check,Yes
0419-YAAPX,27,Male,Month-to-month,85.3,4297.95,No,Fiber optic,49,Yes,Credit card (automatic),No
8413-VONUO,25,Male,Month-to-month,95.65,167.3,No,Fiber optic,2,No,Electronic check,Yes
0872-CASZJ,24,Male,One year,69.1,4096.9,Yes,DSL,59,Yes,Mailed check,No
4726-DLWQN,27,Male,Month-to-month,70.35,3454.6,No,DSL,50,Yes,Bank transfer (automatic),No
8164-OCKUJ,20,Female,Two year,20.6,1286,No internet service,No,59,No,Mailed check,No
3094-JOJAI,29,Male,Month-to-month,74.15,1387,No,Fiber optic,18,No,Mailed check,No
9494-MRNYX,26,Male,Month-to-month,75.05,786.3,No,Fiber optic,10,No,Electronic check,No
2599-CZABP,21,Male,One year,44.6,641.25,No,DSL,14,No,Electronic check,No
7945-PRBVF,29,Male,Two year,21.45,705.45,No internet service,No,35,No,Bank transfer (automatic),No
4544-RXFMG,27,Male,One year,43.45,345.5,No,DSL,8,Yes,Mailed check,No
0859-YGKFW,22,Male,One year,20.05,345.9,No internet service,No,18,No,Bank transfer (automatic),No
1150-FTQGN,23,Female,One year,94.15,5811.8,No,Fiber optic,60,No,Bank transfer (automatic),No
9223-UCPVT,21,Female,Month-to-month,94.4,94.4,No,Fiber optic,1,No,Electronic check,Yes
7196-LIWRH,28,Female,Two year,19.55,124.45,No internet service,No,6,No,Mailed check,No
5448-VWNAM,28,Female,Month-to-month,75.9,1375.6,Yes,DSL,19,Yes,Mailed check,No
1177-XZBJL,26,Male,One year,64.15,3491.55,Yes,DSL,53,No,Bank transfer (automatic),No
3518-FSTWG,29,Male,Two year,109.55,7920.7,No,Fiber optic,72,Yes,Bank transfer (automatic),No
9330-VOFSZ,24,Female,Two year,110.8,6640.7,Yes,Fiber optic,60,Yes,Credit card (automatic),No
4351-QLCSU,20,Female,Month-to-month,55,55,No,DSL,1,Yes,Credit card (automatic),Yes
0939-EREMR,27,Female,Month-to-month,53.45,718.1,Yes,DSL,13,No,Mailed check,No
9389-ACWBI,27,Female,Month-to-month,69.95,320.4,No,Fiber optic,5,No,Credit card (automatic),No
5419-JPRRN,27,Male,Month-to-month,101.45,101.45,No,Fiber optic,1,Yes,Electronic check,Yes
3644-QXEHN,19,Male,Month-to-month,97,1334.45,No,Fiber optic,13,No,Electronic check,No
2911-IJORQ,19,Male,One year,90.6,3358.65,Yes,DSL,37,Yes,Bank transfer (automatic),No
5921-NGYRH,29,Male,Month-to-month,73.55,4764,No,Fiber optic,64,Yes,Mailed check,No
2100-BDNSN,22,Female,Month-to-month,67.95,350.3,Yes,DSL,5,No,Bank transfer (automatic),Yes
5998-DZLYR,26,Female,Two year,94.35,5703,Yes,Fiber optic,61,Yes,Bank transfer (automatic),No
0488-GSLFR,29,Female,Month-to-month,69.5,69.5,No,Fiber optic,1,Yes,Electronic check,Yes
9318-NKNFC,29,Male,Month-to-month,18.85,18.85,No internet service,No,1,Yes,Mailed check,Yes
3985-HOYPM,26,Male,One year,19.4,525.55,No internet service,No,26,No,Mailed check,No
9728-FTTVZ,28,Female,Month-to-month,69.2,69.2,No,Fiber optic,1,Yes,Electronic check,Yes
9548-LERKT,26,Male,Two year,19.75,483.15,No internet service,No,24,No,Mailed check,No
6576-FBXOJ,21,Male,One year,54.6,934.8,Yes,DSL,17,No,Electronic check,No
4310-KEDTB,20,Female,Month-to-month,29.8,786.5,No,DSL,26,Yes,Mailed check,No
7254-IQWOZ,25,Male,Month-to-month,69.65,69.65,No,Fiber optic,1,Yes,Electronic check,Yes
2474-BRUCM,24,Male,Month-to-month,101.85,4086.3,No,Fiber optic,40,No,Electronic check,Yes
4062-HBMOS,27,Male,Month-to-month,103.05,5364.8,No,Fiber optic,52,Yes,Electronic check,No
0742-NXBGR,23,Female,Month-to-month,82.3,82.3,No,Fiber optic,1,Yes,Electronic check,Yes
2676-ISHSF,27,Male,Month-to-month,20.3,20.3,No internet service,No,1,No,Mailed check,No
9236-NDUCW,29,Female,Two year,35.1,770.4,Yes,DSL,21,No,Mailed check,No
4753-PADAS,30,Female,One year,105.7,6816.95,No,Fiber optic,67,Yes,Bank transfer (automatic),No
6103-QCKFX,22,Female,Month-to-month,56.25,2419.55,Yes,DSL,44,No,Bank transfer (automatic),No
7781-EWARA,29,Male,One year,60.35,4138.7,Yes,DSL,70,No,Electronic check,No
6110-OHIHY,27,Male,Month-to-month,79.25,267.6,No,Fiber optic,3,No,Electronic check,Yes
7018-FPXHH,26,Male,Two year,59.8,3457.45,No,DSL,56,Yes,Bank transfer (automatic),No
5889-LFOLL,19,Female,Month-to-month,84.6,1115.2,No,Fiber optic,13,Yes,Electronic check,Yes
5708-EVONK,26,Female,Month-to-month,93.4,5435.6,No,Fiber optic,58,Yes,Bank transfer (automatic),Yes
8708-XPXHZ,27,Female,Month-to-month,94.2,4186.3,No,Fiber optic,42,Yes,Electronic check,Yes
0616-ATFGB,21,Male,Month-to-month,25.05,25.05,No,DSL,1,No,Electronic check,Yes
0572-ZJKLT,25,Female,Two year,99.65,4630.2,Yes,Fiber optic,46,No,Mailed check,No
5135-RDDQL,19,Female,Two year,50.65,3221.25,No,DSL,63,Yes,Bank transfer (automatic),No
1353-LJWEM,27,Male,Month-to-month,60.9,688.5,Yes,DSL,11,Yes,Electronic check,No
1794-SWWKL,21,Male,Month-to-month,59.65,867.1,Yes,DSL,15,Yes,Bank transfer (automatic),No
6166-YIPFO,29,Male,Two year,64.7,4746.05,Yes,DSL,72,Yes,Electronic check,No
7016-BPGEU,30,Female,Month-to-month,25.1,712.85,No,DSL,29,Yes,Credit card (automatic),Yes
6876-ADESB,25,Male,Month-to-month,48.95,48.95,No,DSL,1,No,Electronic check,Yes
9332-GYWLO,29,Female,Month-to-month,54.85,355.1,No,DSL,6,No,Electronic check,No
1963-SVUCV,30,Male,Month-to-month,45.3,45.3,No,DSL,1,No,Electronic check,Yes
4184-VODJZ,19,Male,One year,91.35,5764.7,No,Fiber optic,63,Yes,Electronic check,No
0220-EBGCE,22,Male,Month-to-month,85.85,167.3,No,Fiber optic,2,Yes,Electronic check,Yes
1092-WPIVQ,23,Female,Two year,25.1,428.45,No internet service,No,18,No,Mailed check,No
7233-IOQNP,24,Female,Month-to-month,34,1505.35,Yes,DSL,43,No,Bank transfer (automatic),No
2834-JKOOW,30,Female,One year,45.9,693.45,Yes,DSL,15,No,Mailed check,No
2754-VDLTR,28,Male,Month-to-month,95.2,930.4,No,Fiber optic,10,No,Electronic check,Yes
2400-FEQME,20,Male,Two year,20.5,1177.95,No internet service,No,55,No,Mailed check,No
3190-XFANI,29,Male,One year,100.6,5069.65,Yes,Fiber optic,49,Yes,Bank transfer (automatic),Yes
7551-DACSP,22,Male,Month-to-month,55.3,324.25,No,DSL,6,Yes,Mailed check,Yes
4957-SREEC,25,Male,Two year,20.35,1458.1,No internet service,No,70,No,Credit card (automatic),No
7235-NXZCP,23,Male,Month-to-month,74.85,156.4,No,Fiber optic,2,Yes,Mailed check,Yes
0230-UBYPQ,23,Male,One year,36.1,2298.9,Yes,DSL,63,No,Bank transfer (automatic),No
4923-ADWXJ,20,Female,Month-to-month,65.8,1679.65,Yes,DSL,25,Yes,Bank transfer (automatic),No
1763-KUAAW,27,Female,One year,20.35,369.6,No internet service,No,18,No,Bank transfer (automatic),No
1104-TNLZA,25,Male,Month-to-month,105.8,2998,Yes,Fiber optic,28,Yes,Electronic check,No
5195-KPUNQ,25,Female,One year,96.75,5206.55,Yes,Fiber optic,53,Yes,Mailed check,No
0520-FDVVT,21,Male,One year,102.35,3626.1,No,Fiber optic,35,Yes,Bank transfer (automatic),Yes
3439-GVUSX,21,Male,Month-to-month,24.4,24.4,No,DSL,1,No,Mailed check,No
1444-VVSGW,27,Male,One year,115.65,7968.85,Yes,Fiber optic,70,No,Credit card (automatic),Yes
5712-PTIWW,21,Male,Month-to-month,79.85,152.45,Yes,Fiber optic,2,Yes,Electronic check,Yes
5949-HGVJL,30,Female,Month-to-month,73.05,1959.5,Yes,DSL,26,Yes,Electronic check,No
5203-XEHAX,27,Female,One year,64.35,2053.05,No,DSL,34,No,Electronic check,No
1635-HDGFT,21,Female,Two year,20.5,398.55,No internet service,No,19,No,Mailed check,No
3315-TOTBP,28,Male,Month-to-month,76,1130.85,No,Fiber optic,15,Yes,Mailed check,Yes
8050-XGRVL,20,Female,One year,54.75,3425.35,No,DSL,62,No,Credit card (automatic),No
6661-HBGWL,26,Female,Month-to-month,104.75,4323.45,No,Fiber optic,42,Yes,Bank transfer (automatic),Yes
1518-VOWAV,21,Female,Month-to-month,74.65,703.55,No,DSL,9,Yes,Electronic check,Yes
9828-QHFBK,27,Male,Month-to-month,51.15,1275.7,No,DSL,24,Yes,Electronic check,No
3908-MKIMJ,30,Male,Two year,41.95,2965.75,No,DSL,68,Yes,Electronic check,No
5012-YSPJJ,25,Male,Month-to-month,54.35,1647,Yes,DSL,31,No,Mailed check,No
5909-ECHUI,20,Female,Month-to-month,56.25,56.25,No,DSL,1,Yes,Electronic check,Yes
1309-BXVOQ,30,Male,Month-to-month,106.1,2249.95,Yes,Fiber optic,21,Yes,Electronic check,Yes
6728-VOIFY,27,Female,One year,96,6109.75,No,Fiber optic,63,Yes,Electronic check,No
9317-WZPGV,24,Female,Month-to-month,79.75,159.4,No,Fiber optic,2,Yes,Bank transfer (automatic),Yes
4891-NLUBA,23,Female,Two year,61.45,3751.15,Yes,DSL,61,Yes,Bank transfer (automatic),No
2856-HYAPG,23,Female,Month-to-month,68.65,68.65,No,Fiber optic,1,No,Electronic check,Yes
8969-PRHFK,25,Male,One year,19.65,411.25,No internet service,No,18,No,Mailed check,No
0661-KQHNK,22,Female,One year,19,105.5,No internet service,No,6,No,Credit card (automatic),No
8709-KRDVL,23,Female,Month-to-month,100,3320.6,No,Fiber optic,33,Yes,Electronic check,No
4488-PSYCG,22,Male,Month-to-month,20.25,327.45,No internet service,No,16,No,Bank transfer (automatic),Yes
1427-VERSM,28,Female,Month-to-month,98.7,5669.5,Yes,Fiber optic,56,Yes,Electronic check,No
9801-NOSHQ,24,Male,One year,19.8,465.45,No internet service,No,23,No,Mailed check,No
6339-YPSAH,27,Male,Month-to-month,73.8,704.3,No,Fiber optic,9,Yes,Electronic check,No
3621-CEOVK,23,Female,Month-to-month,100.2,1369.8,No,Fiber optic,14,Yes,Electronic check,Yes
6906-ANDWJ,23,Male,Month-to-month,74.9,1107.25,No,Fiber optic,15,Yes,Bank transfer (automatic),Yes
2159-TURXX,27,Male,Month-to-month,20.05,95.55,No internet service,No,5,No,Credit card (automatic),No
1548-FEHVL,25,Male,Month-to-month,106.2,6375.2,No,Fiber optic,61,Yes,Electronic check,No
3795-CAWEX,21,Male,Two year,116.55,8152.3,Yes,Fiber optic,70,Yes,Credit card (automatic),No
6215-NQCPY,24,Male,Month-to-month,99.7,1566.75,No,Fiber optic,15,Yes,Electronic check,No
5647-URDKA,23,Male,Two year,19.7,130.25,No internet service,No,8,No,Mailed check,No
2229-DPMBI,27,Female,Two year,19.5,162.15,No internet service,No,8,No,Mailed check,No
9626-WEQRM,28,Female,Month-to-month,29.15,110.05,No,DSL,4,Yes,Mailed check,No
2188-SXWVT,30,Female,One year,55,1885.15,No,DSL,34,No,Mailed check,No
6258-PVZWJ,28,Male,Two year,90.8,6302.85,Yes,DSL,68,Yes,Credit card (automatic),No
1094-BKOSX,21,Female,One year,51,2264.5,Yes,DSL,45,No,Bank transfer (automatic),No
6969-MVBAI,30,Female,Month-to-month,90.1,816.8,No,Fiber optic,9,Yes,Electronic check,No
2978-XXSOG,25,Female,Month-to-month,59.05,1253.5,Yes,DSL,22,Yes,Mailed check,No
2342-CKIAO,29,Female,Month-to-month,20.3,41.2,No internet service,No,2,No,Mailed check,No
6953-PBDIN,20,Male,Two year,72.95,5265.55,Yes,DSL,70,No,Bank transfer (automatic),No
3898-BSJYF,19,Female,One year,73.55,693.3,Yes,DSL,10,No,Credit card (automatic),No
3938-YFPXD,29,Male,Two year,84.3,5997.1,Yes,DSL,72,No,Credit card (automatic),No
7696-AMHOD,26,Female,One year,78,3824.2,No,DSL,49,No,Credit card (automatic),No
2453-SAFNS,24,Female,One year,72.1,3886.05,Yes,DSL,54,No,Mailed check,No
9558-IHEZX,22,Female,Two year,106.75,7283.25,No,Fiber optic,71,Yes,Credit card (automatic),No
9617-UDPEU,29,Female,One year,19.25,412.55,No internet service,No,22,Yes,Mailed check,No
6340-DACFT,30,Female,Two year,20.55,1070.25,No internet service,No,50,No,Credit card (automatic),No
4955-VCWBI,24,Female,One year,20,817.95,No internet service,No,43,No,Mailed check,No
6813-GZQCG,24,Female,Two year,24.65,1171.3,No internet service,No,45,Yes,Credit card (automatic),No
7426-GSWPO,28,Male,Month-to-month,103.5,6548.65,No,Fiber optic,64,Yes,Bank transfer (automatic),No
3389-KTRXV,19,Female,Two year,23.85,625.65,No internet service,No,23,No,Mailed check,No
3118-UHVVQ,20,Female,Two year,25.8,1911.5,No internet service,No,68,No,Credit card (automatic),No
1031-IIDEO,28,Female,Month-to-month,70.85,70.85,No,Fiber optic,1,Yes,Electronic check,Yes
5832-XKAES,21,Male,Month-to-month,69.8,134.7,No,Fiber optic,2,Yes,Credit card (automatic),Yes
3205-MXZRA,26,Male,One year,59.45,1507,Yes,DSL,26,No,Credit card (automatic),No
4701-AHWMW,20,Male,Month-to-month,54.55,2978.3,Yes,DSL,55,Yes,Bank transfer (automatic),Yes
8317-BVKSO,20,Male,Month-to-month,20.05,299.3,No internet service,No,14,Yes,Electronic check,No
5702-KVQRD,19,Male,Two year,82.55,5832.65,Yes,DSL,71,Yes,Electronic check,No
0083-PIVIK,21,Male,One year,81.25,5567.55,Yes,DSL,64,No,Electronic check,No
9210-IAHGH,29,Female,Month-to-month,70.75,450.8,Yes,DSL,7,Yes,Credit card (automatic),Yes
6169-PGNCD,24,Female,Two year,74.3,4166.35,Yes,DSL,57,Yes,Credit card (automatic),No
0023-XUOPT,19,Female,Month-to-month,94.1,1215.6,No,Fiber optic,13,No,Electronic check,Yes
4592-IWTJI,24,Female,Month-to-month,29.7,91.7,No,DSL,3,No,Credit card (automatic),Yes
4909-JOUPP,20,Male,Two year,109.7,7898.45,Yes,Fiber optic,72,No,Credit card (automatic),No
4657-FWVFY,24,Female,Month-to-month,96.35,3915.4,No,Fiber optic,40,Yes,Credit card (automatic),No
2257-BOVXD,26,Male,Month-to-month,66.6,979.5,Yes,DSL,14,Yes,Credit card (automatic),No
7729-JTEEC,27,Male,Month-to-month,44.5,90.05,No,DSL,2,Yes,Electronic check,No
7632-MNYOY,29,Male,One year,110.9,7432.05,Yes,Fiber optic,66,No,Credit card (automatic),Yes
6518-LGAOV,23,Female,Month-to-month,105,4026.4,Yes,Fiber optic,38,Yes,Electronic check,Yes
7242-QZLXF,21,Male,Month-to-month,25.3,25.3,No,DSL,1,Yes,Electronic check,Yes
4576-CSAJH,22,Male,One year,55.15,1193.05,Yes,DSL,22,Yes,Credit card (automatic),Yes
1000-AJSLD,24,Male,Month-to-month,20.1,20.1,No internet service,No,1,Yes,Mailed check,Yes
9696-RMYBA,23,Male,Month-to-month,80.1,398.55,No,Fiber optic,5,Yes,Mailed check,No
8690-UPCZI,23,Male,One year,69.05,1958.45,Yes,DSL,29,No,Bank transfer (automatic),No
1062-LHZOD,19,Male,Month-to-month,69.9,69.9,No,Fiber optic,1,Yes,Mailed check,Yes
9770-LXDBK,26,Female,Month-to-month,20.4,63.15,No internet service,No,3,No,Mailed check,No
4086-WITJG,27,Male,Two year,19.7,1301.1,No internet service,No,71,No,Credit card (automatic),No
8344-WFMFH,20,Male,Month-to-month,50.1,484.05,No,DSL,9,Yes,Electronic check,No
9600-NAXZN,28,Male,Month-to-month,101.4,4528,No,Fiber optic,43,Yes,Electronic check,Yes
8822-KNBHV,20,Female,One year,83.45,3887.85,No,DSL,48,Yes,Credit card (automatic),No
8404-FYDIB,26,Male,Month-to-month,86.65,2208.75,No,Fiber optic,26,Yes,Credit card (automatic),No
2791-SFVEW,29,Female,Month-to-month,20.15,238.15,No internet service,No,9,No,Bank transfer (automatic),No
6457-USBER,25,Male,Month-to-month,80.8,80.8,No,Fiber optic,1,Yes,Electronic check,Yes
6762-NSODU,25,Female,Two year,19.4,958.15,No internet service,No,46,No,Credit card (automatic),No
